asset_id,submitter_id,nacc_id,index,asset_type_id,asset_type_other,asset_name,date_acquiring_type_id,acquiring_date,acquiring_month,acquiring_year,date_ending_type_id,ending_date,ending_month,ending_year,asset_acquisition_type_id,valuation,owner_by_submitter,owner_by_spouse,owner_by_child,latest_submitted_date
2634,40,62,5,18,,รถยนต์,1,11,10,2019,4,,,,6,2068000,FALSE,TRUE,FALSE,2022-12-13
2635,40,62,6,18,,รถยนต์,1,24,4,2021,4,,,,6,5500000,FALSE,TRUE,FALSE,2022-12-13
2636,40,62,1,22,,สิทธิในกรมธรรม์ประกันภัย เลขที่ 5055394217 บริษัท เมืองไทยประกันชีวิต จำกัด (มหาชน),1,30,6,2010,1,30,6,2024,6,3685117.81,TRUE,FALSE,FALSE,2022-12-13
2637,40,62,2,22,,สิทธิในกรมธรรม์ประกันภัย เลขที่ T142753985 บริษัท เอไอเอ จำกัด,1,26,6,2008,1,26,6,2028,6,245098.88,TRUE,FALSE,FALSE,2022-12-13
2638,40,62,3,22,,สิทธิในกรมธรรม์ประกันภัย เลขที่ T105268268 บริษัท เอไอเอ จำกัด,1,2,9,2003,1,2,9,2045,6,196151.85,TRUE,FALSE,FALSE,2022-12-13
2639,40,62,4,22,,สิทธิในกรมธรรม์ประกันภัย เลขที่ T144092495 บริษัท เอไอเอ จำกัด,1,29,12,2008,1,29,12,2028,6,238702.78,TRUE,FALSE,FALSE,2022-12-13
2640,40,62,5,22,,สิทธิในกรมธรรม์ประกันภัย เลขที่ T144092466 บริษัท เอไอเอ จำกัด,1,4,12,2008,1,4,12,2028,6,335532.86,TRUE,FALSE,FALSE,2022-12-13
2641,40,62,6,22,,สิทธิในกรมธรรม์ประกันภัย เลขที่ 100001646469 บริษัท เอฟดับบลิวดี ประกันชีวิต จำกัด (มหาชน),1,3,4,2015,1,3,4,2027,6,4659813.7,TRUE,FALSE,FALSE,2022-12-13
2642,40,62,7,25,,กองทุนเพื่อผู้เคยเป็นสมาชิกรัฐสภา สำนักงานเลขาธิการสภาผู้แทนราษฎร,1,16,8,2022,1,15,2,2029,6,702000,TRUE,FALSE,FALSE,2022-12-13
2643,40,62,8,39,เงินสงเคราะห์,เงินสงเคราะห์ชราภาพมาตรา 33/39 สำนักงานประกันสังคม,1,,,2007,1,,,2019,6,110667,TRUE,FALSE,FALSE,2022-12-13
2644,40,62,9,24,,สิทธิในสมาชิก แปซิฟิค คลับ ซิตี้ หมายเลขสมาชิก W0167,1,9,2,2021,2,,,,6,0,TRUE,FALSE,FALSE,2022-12-13
2645,40,62,10,22,,สิทธิในกรมธรรม์ประกันภัย เลขที่ T126026146 บริษัท เอไอเอ จำกัด,1,21,11,2006,1,21,11,2031,6,480966.88,FALSE,TRUE,FALSE,2022-12-13
2646,40,62,11,22,,สิทธิในกรมธรรม์ประกันภัย เลขที่ T134233497 บริษัท เอไอเอ จำกัด,1,28,9,2007,1,12,11,2022,6,290.4,FALSE,TRUE,FALSE,2022-12-13
2647,40,62,12,22,,สิทธิในกรมธรรม์ประกันภัย เลขที่ 4403184 บริษัท เอฟดับบลิวดี ประกันชีวิต จำกัด (มหาชน),1,23,11,2005,1,23,11,2030,6,243631.78,FALSE,TRUE,FALSE,2022-12-13
2648,40,62,13,22,,สิทธิในกรมธรรม์ประกันภัย เลขที่ 9443813 บริษัท เอฟดับบลิวดี ประกันชีวิต จำกัด (มหาชน),1,19,12,2008,1,19,12,2022,6,1964383.56,FALSE,TRUE,FALSE,2022-12-13
2649,40,62,14,22,,สิทธิในกรมธรรม์ประกันภัย เลขที่ 11704889 บริษัท เอฟดับบลิวดี ประกันชีวิต จำกัด (มหาชน),1,26,6,2009,1,26,6,2023,6,955265.75,FALSE,TRUE,FALSE,2022-12-13
2650,40,62,15,22,,สิทธิในกรมธรรม์ประกันภัย เลขที่ 40670760 บริษัท เอฟดับบลิวดี ประกันชีวิต จำกัด (มหาชน),1,22,11,2019,1,22,11,2033,6,99082.62,FALSE,TRUE,FALSE,2022-12-13
2651,40,62,16,22,,สิทธิในกรมธรรม์ประกันภัย เลขที่ 5056599046 บริษัท เมืองไทยประกันชีวิต จำกัด (มหาชน),1,30,9,2010,1,30,9,2024,6,3658602.74,FALSE,TRUE,FALSE,2022-12-13
2652,40,62,17,39,เงินสงเคราะห์,เงินสงเคราะห์ชราภาพมาตรา 33/39 สำนักงานประกันสังคม,1,,,2003,1,13,9,2022,6,123442.78,FALSE,TRUE,FALSE,2022-12-13
2653,40,62,18,22,,สิทธิในกรมธรรม์ประกันภัย เลขที่ T154160922 บริษัท เอไอเอ จำกัด,1,25,2,2011,1,25,2,2036,6,215392.59,FALSE,FALSE,TRUE,2022-12-13
2654,40,62,19,22,,สิทธิในกรมธรรม์ประกันภัย เลขที่ T173893157 บริษัท เอไอเอ จำกัด,1,6,7,2012,1,6,7,2089,6,106827.97,FALSE,FALSE,TRUE,2022-12-13
2655,40,62,20,22,,สิทธิในกรมธรรม์ประกันภัย เลขที่ 5053068060 บริษัท เมืองไทยประกันชีวิต จำกัด (มหาชน),1,25,11,2009,1,25,11,2023,6,1891309.59,FALSE,FALSE,TRUE,2022-12-13
2656,40,62,21,22,,สิทธิในกรมธรรม์ประกันภัย เลขที่ T164870325 บริษัท เอไอเอ จำกัด,1,23,5,2011,1,23,5,2036,6,210368.49,FALSE,FALSE,TRUE,2022-12-13
2657,40,62,22,22,,สิทธิในกรมธรรม์ประกันภัย เลขที่ 40481424 บริษัท เอฟดับบลิวดี ประกันชีวิต จำกัด (มหาชน),1,30,10,2018,1,30,10,2033,6,284251.78,FALSE,FALSE,TRUE,2022-12-13
2658,40,62,23,22,,สิทธิในกรมธรรม์ประกันภัย เลขที่ 3009605009 บริษัท อลิอันซ์ อยุธยา ประกันชีวิต จำกัด (มหาชน),1,27,12,2010,1,27,12,2025,6,906466.75,FALSE,FALSE,TRUE,2022-12-13
2659,40,62,24,24,,สิทธิในสมาชิก The Racquet Club หมายเลข 19054,1,26,4,2022,1,26,4,2023,6,0,FALSE,FALSE,TRUE,2022-12-13
2660,40,62,25,24,,สิทธิในสมาชิก The Racquet Club หมายเลข 19055,1,26,4,2022,1,26,4,2023,6,0,FALSE,FALSE,TRUE,2022-12-13
2661,40,62,26,24,,สิทธิในสมาชิก The Racquet Club หมายเลข 13511,1,26,4,2022,1,26,4,2023,6,0,FALSE,TRUE,FALSE,2022-12-13
2662,40,62,27,24,,สิทธิในสมาชิกในราชกรีฑาสโมสร หมายเลข 9905020384,1,,,2005,1,,,2029,6,0,FALSE,TRUE,FALSE,2022-12-13
2663,40,62,28,24,,สิทธิในสมาชิก Pacific Club ตลอดชีพ,1,11,4,2019,3,,,,6,0,FALSE,TRUE,FALSE,2022-12-13
2664,40,62,1,28,,กระเป๋า Hermes รุ่น Himalayan Birkin,2,,,,4,,,,6,3100000,TRUE,FALSE,FALSE,2022-12-13
2665,40,62,2,28,,กระเป๋า Hermes รุ่น Kelly Size 32 สี Eleetra blue,2,,,,4,,,,6,465900,TRUE,FALSE,FALSE,2022-12-13
2666,40,62,3,28,,กระเป๋า Hermes รุ่น Kelly Size 32 สี Rose Lipstick,2,,,,4,,,,6,575000,TRUE,FALSE,FALSE,2022-12-13
2667,40,62,4,28,,กระเป๋า Hermes รุ่น Kelly Size 32 สี Black,2,,,,4,,,,6,496952,TRUE,FALSE,FALSE,2022-12-13
2668,40,62,5,28,,กระเป๋า Hermes รุ่น Kelly Size 32 สี Natural,2,,,,4,,,,6,400000,TRUE,FALSE,FALSE,2022-12-13
2669,40,62,6,28,,กระเป๋า Hermes รุ่น Birkin Size 25 สี Etoupe,2,,,,4,,,,6,400000,TRUE,FALSE,FALSE,2022-12-13
2670,40,62,7,28,,กระเป๋า Hermes รุ่น Toolbox สีน้ำตาล,2,,,,4,,,,6,140000,TRUE,FALSE,FALSE,2022-12-13
2671,40,62,8,28,,กระเป๋า Hermes รุ่น Jypsiere สีน้ำตาล,2,,,,4,,,,6,119000,TRUE,FALSE,FALSE,2022-12-13
2672,40,62,9,28,,กระเป๋า Hermes รุ่น Birkin Size 30 สีเทา,2,,,,4,,,,6,300000,TRUE,FALSE,FALSE,2022-12-13
2673,40,62,10,28,,กระเป๋า Hermes รุ่น Kelly Size 32 สีส้ม,2,,,,4,,,,6,200000,TRUE,FALSE,FALSE,2022-12-13
2674,40,62,11,28,,กระเป๋า Hermes รุ่น Lindy สีน้ำเงิน,2,,,,4,,,,6,170000,TRUE,FALSE,FALSE,2022-12-13
2675,40,62,12,28,,กระเป๋า Hermes รุ่น Kelly Size 28 สี Indigo Blue,2,,,,4,,,,6,359000,TRUE,FALSE,FALSE,2022-12-13
2676,40,62,13,28,,กระเป๋า Hermes รุ่น Everlyn สีชมพู,2,,,,4,,,,6,62900,TRUE,FALSE,FALSE,2022-12-13
2677,40,62,14,28,,กระเป๋า Chanel รุ่น Classic Size Jumbo สี Beige,1,,,2011,4,,,,6,190790,TRUE,FALSE,FALSE,2022-12-13
2678,40,62,15,28,,กระเป๋า Chanel รุ่น Classic Size Jumbo สี Black,1,,,2009,4,,,,6,190790,TRUE,FALSE,FALSE,2022-12-13
2679,40,62,16,28,,กระเป๋า Chanel รุ่น Classic Size 10 สี Red,1,,,2012,4,,,,6,119650,TRUE,FALSE,FALSE,2022-12-13
2680,40,62,17,28,,กระเป๋า Chanel รุ่น Reissue สี Champagne,1,,,2013,4,,,,6,179000,TRUE,FALSE,FALSE,2022-12-13
2681,40,62,18,28,,กระเป๋า Chanel รุ่น Reissue Roll Clutch lambskin,2,,,,4,,,,6,82500,TRUE,FALSE,FALSE,2022-12-13
2682,40,62,19,28,,กระเป๋า Givenchy รุ่น Pandora,1,,,2018,4,,,,6,69000,TRUE,FALSE,FALSE,2022-12-13
2683,40,62,20,28,,กระเป๋า Givenchy รุ่น GV3 ไซส์ Medium สีดำ,1,,,2018,4,,,,6,88000,TRUE,FALSE,FALSE,2022-12-13
2684,40,62,21,28,,กระเป๋า Valentino รุ่น Medium Rockstud Crossbody,2,,,,4,,,,6,83390,TRUE,FALSE,FALSE,2022-12-13
2685,40,62,22,28,,กระเป๋า Valentino รุ่น Rockstud หนัง Stringray,2,,,,4,,,,6,120000,TRUE,FALSE,FALSE,2022-12-13
2686,40,62,23,28,,กระเป๋า Celine รุ่น Box Stingray Exotic,1,,,2015,4,,,,6,160000,TRUE,FALSE,FALSE,2022-12-13
2687,40,62,24,28,,กระเป๋า Celine รุ่น Tie สีน้ำเงิน,1,,,2016,4,,,,6,120000,TRUE,FALSE,FALSE,2022-12-13
2688,40,62,25,28,,กระเป๋า Boyy รุ่น Bobby ไซส์ 23 หนังงู,1,,,2018,4,,,,6,58000,TRUE,FALSE,FALSE,2022-12-13
2689,40,62,26,28,,กระเป๋า Boyy รุ่น Karl Leopard,1,,,2018,4,,,,6,37200,TRUE,FALSE,FALSE,2022-12-13
2690,40,62,27,28,,กระเป๋า Balenciaga รุ่น Riva City สี Cognac,2,,,,4,,,,6,73500,TRUE,FALSE,FALSE,2022-12-13
2691,40,62,28,28,,กระเป๋า Fendi รุ่น Peekaboo Iconic Essential,1,,,2018,4,,,,6,165550,TRUE,FALSE,FALSE,2022-12-13
2692,40,62,29,28,,กระเป๋า Bottega Veneta รุ่น Intrecciato Calf Roma สี China Red,2,,,,4,,,,6,193390,TRUE,FALSE,FALSE,2022-12-13
2693,40,62,30,28,,กระเป๋า Christian Dior รุ่น zippy หนังงู,1,,,2017,4,,,,6,100000,FALSE,TRUE,FALSE,2022-12-13
2694,40,62,31,30,,นาฬิกา Patek Philippe,2,,,,4,,,,6,1089000,TRUE,FALSE,FALSE,2022-12-13
2695,40,62,32,30,,นาฬิกา Panerai,2,,,,4,,,,6,175400,TRUE,FALSE,FALSE,2022-12-13
2696,40,62,33,30,,นาฬิกา Rolex รุ่น Daytona สี Rose Gold,2,,,,4,,,,6,1017000,TRUE,FALSE,FALSE,2022-12-13
2697,40,62,34,30,,นาฬิกา Rolex รุ่น Oyster Perpetual,1,,,2013,4,,,,6,300000,TRUE,FALSE,FALSE,2022-12-13
2698,40,62,35,30,,นาฬิกา Rolex รุ่น Oyster Perpetual,1,,,2015,4,,,,6,330000,TRUE,FALSE,FALSE,2022-12-13
2699,40,62,36,30,,นาฬิกา Rolex รุ่น Oyster Perpetual,1,,,2017,4,,,,6,275000,TRUE,FALSE,FALSE,2022-12-13
2700,40,62,37,30,,นาฬิกา Hublot,1,,,2015,4,,,,6,500000,FALSE,TRUE,FALSE,2022-12-13
2701,40,62,38,30,,นาฬิกา Breguet,2,,,,4,,,,6,2221000,FALSE,TRUE,FALSE,2022-12-13
2702,40,62,39,30,,นาฬิกา Penerai,2,,,,4,,,,6,180000,FALSE,TRUE,FALSE,2022-12-13
2703,40,62,40,30,,นาฬิกา Omega Speedmaster,1,,,2013,4,,,,6,150000,FALSE,TRUE,FALSE,2022-12-13
2704,40,62,41,30,,นาฬิกา Rolex GMT-MASTER II,1,,,2017,4,,,,6,500000,FALSE,TRUE,FALSE,2022-12-13
2705,40,62,42,31,,แหวนเพชร 1.5 กะรัต,1,,,2008,4,,,,6,730000,TRUE,FALSE,FALSE,2022-12-13
2706,40,62,43,31,,แหวนเพชร,1,,,2011,4,,,,6,350000,TRUE,FALSE,FALSE,2022-12-13
2707,40,62,44,31,,แหวนเพชร,1,,,2012,4,,,,6,50000,TRUE,FALSE,FALSE,2022-12-13
2708,40,62,45,31,,กำไลข้อมือ Catier รุ่น Love,1,,,2015,4,,,,6,323200,TRUE,FALSE,FALSE,2022-12-13
2709,40,62,46,31,,แหวน Catier รุ่น Paris Nouvelle Vague,1,,,2016,4,,,,6,240000,TRUE,FALSE,FALSE,2022-12-13
2710,40,62,47,31,,สร้อยเพชรพร้อมจี้เพชรรูปหัวใจ,2,,,,4,,,,6,200000,TRUE,FALSE,FALSE,2022-12-13
2711,40,62,48,31,,แหวนทับทิม,2,,,,4,,,,6,20000,TRUE,FALSE,FALSE,2022-12-13
2712,40,62,49,31,,แหวนมรกต,2,,,,4,,,,6,100000,TRUE,FALSE,FALSE,2022-12-13
2713,40,62,50,31,,ต่างหูมรกต 1 คู่,2,,,,4,,,,6,200000,TRUE,FALSE,FALSE,2022-12-13
2714,40,62,51,31,,แหวนเพชร 0.3 กะรัต,2,,,,4,,,,6,19000,TRUE,FALSE,FALSE,2022-12-13
2715,40,62,52,31,,แหวนเพชรทรงเหลื่ยม ขนาด 1.16 กะรัต,2,,,,4,,,,6,450000,TRUE,FALSE,FALSE,2022-12-13
2716,40,62,53,31,,แหวนเพชรทรงกลม ขนาด 1.2 กะรัต,2,,,,4,,,,6,466000,TRUE,FALSE,FALSE,2022-12-13
2717,40,62,54,31,,แหวนเพชรรูปดอกไม้เรือนทองคำ,2,,,,4,,,,6,20000,TRUE,FALSE,FALSE,2022-12-13
2718,40,62,55,31,,แหวนประดับมุก,2,,,,4,,,,6,15000,TRUE,FALSE,FALSE,2022-12-13
2719,40,62,56,31,,แหวน PG ฉลุใบมะขาม เขียวส่อง เพชร บุษราคัม,2,,,,4,,,,6,120000,TRUE,FALSE,FALSE,2022-12-13
2720,40,62,57,31,,เพชร น้ำหนัก 0.91 กะรัต (G),2,,,,4,,,,6,91000,TRUE,FALSE,FALSE,2022-12-13
2721,40,62,58,31,,เพชร น้ำหนัก 0.91 กะรัต (G),2,,,,4,,,,6,91000,TRUE,FALSE,FALSE,2022-12-13
2722,40,62,59,31,,สร้อยคอไข่มุก MIKIMOTO รุ่น KZ713,2,,,,4,,,,6,100000,TRUE,FALSE,FALSE,2022-12-13
2723,40,62,60,31,,สร้อยคอไข่มุก MIKIMOTO,2,,,,4,,,,6,180000,TRUE,FALSE,FALSE,2022-12-13
2724,40,62,61,31,,สร้อยคอไข่มุก MIKIMOTO,1,,,2014,4,,,,6,860000,TRUE,FALSE,FALSE,2022-12-13
2725,40,62,62,31,,ต่างหูผึ้ง ปีกเพชร 1 คู่,2,,,,4,,,,6,15000,TRUE,FALSE,FALSE,2022-12-13
2726,40,62,63,31,,สร้อยข้อมูลเพชร ตัวเรือนทองคำขาว 18K,1,,,2008,4,,,,6,68000,TRUE,FALSE,FALSE,2022-12-13
2727,40,62,64,31,,ต่างหูเพชร,2,,,,4,,,,6,250000,TRUE,FALSE,FALSE,2022-12-13
2728,40,62,65,31,,ต่างหูเพชร ตัวเรือนทองคำขาว,1,,,2008,4,,,,6,59000,TRUE,FALSE,FALSE,2022-12-13
2729,40,62,66,31,,เพชร น้ำหนัก 0.83 กะรัต (E),1,,,2017,4,,,,6,100000,TRUE,FALSE,FALSE,2022-12-13
2730,40,62,67,31,,กำไลหยก,2,,,,4,,,,6,20000,TRUE,FALSE,FALSE,2022-12-13
2731,40,62,68,31,,สร้อยไข่มุกดำ,2,,,,4,,,,6,150000,TRUE,FALSE,FALSE,2022-12-13
2732,40,62,69,31,,สร้อยไข่มุก,2,,,,4,,,,6,30000,TRUE,FALSE,FALSE,2022-12-13
2733,40,62,70,31,,สร้อยไข่มุกเล็ก,2,,,,4,,,,6,45000,TRUE,FALSE,FALSE,2022-12-13
2734,40,62,71,31,,จี้หยกล้อมเพชร,2,,,,4,,,,6,45000,TRUE,FALSE,FALSE,2022-12-13
2735,40,62,72,31,,ชุดหยกล้อมเพขร,2,,,,4,,,,6,50000,TRUE,FALSE,FALSE,2022-12-13
2736,40,62,73,31,,ต่างหูเพชร,2,,,,4,,,,6,20000,TRUE,FALSE,FALSE,2022-12-13
2737,40,62,74,31,,แหวนเพชร,2,,,,4,,,,6,90000,TRUE,FALSE,FALSE,2022-12-13
2738,40,62,75,31,,ชุดเครื่องเพชร,2,,,,4,,,,6,300000,TRUE,FALSE,FALSE,2022-12-13
2739,40,62,76,31,,แหวนบุษราคัม,2,,,,4,,,,6,25000,TRUE,FALSE,FALSE,2022-12-13
2740,40,62,77,31,,แหวนทองประดับเพชร,2,,,,4,,,,6,40000,TRUE,FALSE,FALSE,2022-12-13
2741,40,62,78,31,,ทองคำรูปพรรณ น้ำหนักรวม 68 บาท,2,,,,4,,,,6,1347760,TRUE,FALSE,FALSE,2022-12-13
2742,40,62,79,31,,ทองคำรูปพรรณกึ่งจิวเวอร์รี่,2,,,,4,,,,6,385500,TRUE,FALSE,FALSE,2022-12-13
2743,40,62,80,31,,ทองคำแท่ง น้ำหนักรวม 31 บาท,2,,,,4,,,,6,614420,FALSE,TRUE,FALSE,2022-12-13
2744,40,62,81,32,,พระเครื่อง หลวงพ่อแก้ว วัดเครือวัลย์ พิมพ์กลาง 1 พร้อมกรอบทองล้อมเพชร,2,,,,4,,,,6,18150000,FALSE,TRUE,FALSE,2022-12-13
2745,40,62,82,32,,พระเครื่อง สมเด็จ วัดระฆัง พิมพ์ใหญ่ พร้อมกรอบทองล้อมเพชร,2,,,,4,,,,6,45200000,FALSE,TRUE,FALSE,2022-12-13
2746,40,62,83,32,,พระเครื่อง หลวงพ่อแก้ว วัดเครือวัลย์ พิมพ์กลาง 2 พร้อมกรอบทองล้อมเพชร,2,,,,4,,,,6,12150000,FALSE,TRUE,FALSE,2022-12-13
2747,40,62,84,32,,พระเครื่อง ซุ้มกอ,2,,,,4,,,,6,10000000,FALSE,TRUE,FALSE,2022-12-13
2748,40,62,85,32,,พระเครื่อง หลวงพ่อคลีพ วัดสมถะ จังหวัดชลบุรี พร้อมกรอบทองล้อมเพชร,2,,,,4,,,,6,1650000,FALSE,TRUE,FALSE,2022-12-13
2841,42,663,17,31,,เข็มกลัดเสมาล้อมเพชร,1,,,2015,4,,,,6,150000,FALSE,TRUE,FALSE,2023-06-07
2749,40,62,86,32,,พระเครื่อง เหรียญวัดพนัญเชิง พร้อมกรอบทองล้อมเพชร,2,,,,4,,,,6,1150000,FALSE,TRUE,FALSE,2022-12-13
2750,40,62,87,32,,พระเครื่อง หลวงปู่ทวดเนื้อว่าน วัดช้างไห้,2,,,,4,,,,6,1000000,FALSE,TRUE,FALSE,2022-12-13
2751,40,62,88,32,,พระเครื่อง หลวงปู่ทวด วัดช้างไห้ พิมพ์กลาง ไม่ปั๊มซ้ำ,2,,,,4,,,,6,1500000,FALSE,TRUE,FALSE,2022-12-13
2752,40,62,89,32,,พระเครื่อง หลวงพ่อแก้ว วัดเครือวัลย์ พิมพ์จิ๋ว พร้อมกรอบทองล้อมเพชร,2,,,,4,,,,6,2100000,FALSE,TRUE,FALSE,2022-12-13
2753,40,62,90,32,,พระพุทธรูปปางลีลา สุโขทัย,2,,,,4,,,,6,8000000,FALSE,TRUE,FALSE,2022-12-13
2754,40,62,91,32,,พระพุทธรูปอู่ทอง หน้าหนุ่ม,2,,,,4,,,,6,20000000,FALSE,TRUE,FALSE,2022-12-13
2755,40,62,92,32,,พระลีลากำแพงศอก กรุวัดพระศรีรัตนมหาธาตุ จังหวัดสุพรรณบุรี,1,,,2015,4,,,,6,2500000,FALSE,TRUE,FALSE,2022-12-13
2756,40,62,93,32,,องค์จตุคาม รุ่นปี 2530,1,,,2004,4,,,,6,200000,FALSE,TRUE,FALSE,2022-12-13
2757,40,62,94,32,,สมเด็จวัดเกศไชโย พิมพ์นิยม ฐาน 7 ชั้น,2,,,,4,,,,6,2000000,FALSE,TRUE,FALSE,2022-12-13
2758,40,62,95,31,,กำไล Cartier,1,5,6,2022,4,,,,6,353000,TRUE,FALSE,FALSE,2022-12-13
2759,40,62,96,31,,สร้อยคอ TIFFANY&CO,1,10,6,2022,4,,,,6,505000,TRUE,FALSE,FALSE,2022-12-13
2842,42,663,18,31,,เข็มกลัดล็อกเก็ตล้อมเพชร,1,,,2015,4,,,,6,150000,FALSE,TRUE,FALSE,2023-06-07
2814,42,663,1,1,,โฉนด,1,1,4,1997,4,,,,1,5521250,TRUE,FALSE,FALSE,2023-06-07
2815,42,663,2,1,,โฉนด,1,7,8,1991,4,,,,1,227250,TRUE,FALSE,FALSE,2023-06-07
2816,42,663,3,1,,โฉนด,1,29,12,2003,4,,,,1,,TRUE,FALSE,FALSE,2023-06-07
2817,42,663,4,1,,โฉนด,1,29,12,2003,4,,,,1,10000000,TRUE,FALSE,FALSE,2023-06-07
2818,42,663,5,1,,โฉนด,1,21,6,2004,4,,,,1,4250000,TRUE,FALSE,FALSE,2023-06-07
2819,42,663,6,1,,โฉนด,1,14,7,2009,4,,,,1,1500000,TRUE,FALSE,FALSE,2023-06-07
2820,42,663,7,1,,โฉนด,1,21,6,2004,4,,,,1,4250000,FALSE,TRUE,FALSE,2023-06-07
2821,42,663,8,1,,โฉนด,1,14,7,2009,4,,,,1,1500000,FALSE,TRUE,FALSE,2023-06-07
2822,42,663,1,11,,อาคารพาณิชย์,1,29,12,2003,4,,,,6,1500000,TRUE,FALSE,FALSE,2023-06-07
2823,42,663,1,22,,กรมธรรม์ไทยพาณิชย์ประกันชีวิต เลขที่ 40173848 ชำระครบ,1,25,6,2016,1,25,6,2026,6,1000000,TRUE,FALSE,FALSE,2023-06-07
2824,42,663,2,22,,กรมธรรม์ไทยพาณิชย์ประกันชีวิต เลขที่ 40106378 ชำระครบ,1,28,3,2016,1,28,3,2026,6,1000000,FALSE,TRUE,FALSE,2023-06-07
2825,42,663,1,30,,นาฬิกาข้อมือ ยี่ห้อปาเต๊ะ ฟิลลิป (Patex Philippe),1,,,2015,4,,,,6,350000,TRUE,FALSE,FALSE,2023-06-07
2826,42,663,2,32,,หลวงพ่อปานล้อมกรอบทองคำและสร้อยคอทองคำ,1,,,2001,4,,,,6,62000,TRUE,FALSE,FALSE,2023-06-07
2827,42,663,3,33,,เหรียญทองคำ,1,,,2001,4,,,,6,10000,TRUE,FALSE,FALSE,2023-06-07
2828,42,663,4,31,,แหวนทองคำฝังเพชร,1,,,2001,4,,,,6,295000,TRUE,FALSE,FALSE,2023-06-07
2829,42,663,5,32,,เหรียญพระเครื่องเลี่ยมกรอบทองคำ,1,,,2001,4,,,,6,27000,TRUE,FALSE,FALSE,2023-06-07
2830,42,663,6,32,,เหรียญพระเครื่องเลี่ยมกรอบทองคำ,1,,,2001,4,,,,6,27000,TRUE,FALSE,FALSE,2023-06-07
2831,42,663,7,32,,เหรียญพระเครื่องเลี่ยมกรอบทองคำ,1,,,2001,4,,,,6,27000,TRUE,FALSE,FALSE,2023-06-07
2832,42,663,8,32,,เหรียญพระเครื่องเลี่ยมกรอบทองคำ,1,,,2001,4,,,,6,10000,TRUE,FALSE,FALSE,2023-06-07
2833,42,663,9,29,,ปืนพกออโตเมติก ขนาด 11 ม.ม. (อย 11/2507),1,23,6,2000,4,,,,6,50000,TRUE,FALSE,FALSE,2023-06-07
2834,42,663,10,31,,ชุดเครื่องประดับทองคำโกลด์มาสเตอร์,1,,,2001,4,,,,6,160680,FALSE,TRUE,FALSE,2023-06-07
2835,42,663,11,30,,นาฬิกายี่ห้อ BREQUET,1,,,2015,4,,,,6,400000,FALSE,TRUE,FALSE,2023-06-07
2836,42,663,12,31,,ชุดสร้อยสังวาลไพลินพร้อมต่างหูไพลินล้อมเพชร,1,,,2001,4,,,,6,480000,FALSE,TRUE,FALSE,2023-06-07
2837,42,663,13,31,,ต่างหูเพชร 1 คู่,1,,,2015,4,,,,6,800000,FALSE,TRUE,FALSE,2023-06-07
