asset_id,submitter_id,nacc_id,count,unit,latest_submitted_date
3042,43,688,1,ใบ,2023-05-30
3043,43,688,1,ใบ,2023-05-30
3044,43,688,1,ใบ,2023-05-30
3045,43,688,1,ใบ,2023-05-30
3046,43,688,1,ใบ,2023-05-30
3047,43,688,1,ใบ,2023-05-30
3048,43,688,1,ใบ,2023-05-30
3049,43,688,1,ใบ,2023-05-30
3050,43,688,1,ใบ,2023-05-30
3051,43,688,1,ใบ,2023-05-30
3052,43,688,1,ใบ,2023-05-30
3053,43,688,1,ใบ,2023-05-30
3054,43,688,1,ใบ,2023-05-30
3055,43,688,1,ใบ,2023-05-30
3056,43,688,1,ใบ,2023-05-30
3057,43,688,1,ใบ,2023-05-30
3058,43,688,1,ใบ,2023-05-30
3059,43,688,1,ใบ,2023-05-30
3060,43,688,1,ใบ,2023-05-30
3061,43,688,1,ใบ,2023-05-30
3062,43,688,1,ใบ,2023-05-30
3063,43,688,1,ใบ,2023-05-30
3064,43,688,1,ใบ,2023-05-30
3065,43,688,1,ใบ,2023-05-30
3066,43,688,1,ใบ,2023-05-30
3067,43,688,1,ใบ,2023-05-30
3068,43,688,1,ใบ,2023-05-30
3069,43,688,1,ใบ,2023-05-30
3070,43,688,1,ใบ,2023-05-30
3071,43,688,1,ใบ,2023-05-30
3072,43,688,1,ใบ,2023-05-30
3073,43,688,1,ใบ,2023-05-30
3074,43,688,1,ใบ,2023-05-30
3075,43,688,1,ใบ,2023-05-30
3076,43,688,1,ใบ,2023-05-30
3077,43,688,1,ใบ,2023-05-30
3078,43,688,1,ใบ,2023-05-30
3079,43,688,1,ใบ,2023-05-30
3080,43,688,1,ใบ,2023-05-30
3081,43,688,1,ใบ,2023-05-30
3082,43,688,1,ใบ,2023-05-30
3083,43,688,1,ใบ,2023-05-30
3084,43,688,1,ใบ,2023-05-30
3085,43,688,1,ใบ,2023-05-30
3086,43,688,1,ใบ,2023-05-30
3087,43,688,1,ใบ,2023-05-30
3217,46,975,1,,2023-07-04
3218,46,975,1,,2023-07-04
3219,46,975,1,,2023-07-04
3220,46,975,1,,2023-07-04
3221,46,975,1,,2023-07-04
3286,49,1735,2,เรือน,2019-10-15
3287,49,1735,28,บาท,2019-10-15
3288,49,1735,4,สลึง,2019-10-15
3289,49,1735,9,องค์,2019-10-15
3290,49,1735,1,องค์,2019-10-15
3291,49,1735,1,กระบอก,2019-10-15
3749,53,907,2,,2023-06-27
4551,80,63,7,บาท,2022-12-13
4552,80,63,9,องค์,2022-12-13
4553,80,63,3,วง,2022-12-13
4554,80,63,1,เรือน,2022-12-13
4555,80,63,1,เรือน,2022-12-13
4556,80,63,1,ุชุด,2022-12-13
4557,80,63,1,ุชุด,2022-12-13
4558,80,63,1,ุวง,2022-12-13
4559,80,63,1,ุวง,2022-12-13
4560,80,63,2,ุคู่,2022-12-13
4561,80,63,3,บาท,2022-12-13
4562,80,63,3,ุบาท,2022-12-13
4563,80,63,15,ุบาท,2022-12-13
